"bioID","firstName","middleName","lastName","nameGiven","fullGivenName","marriedName","nameNick","pos","firstseason","lastseason","height","weight","college","collegeOther","birthDate","birthCity","birthState","birthCountry","highSchool","hsCity","hsState","hsCountry","deathDate"
"colemma01w","Marissa","","Coleman","","Marissa Coleman","","","G-F","0","0","73","160","Maryland","","1987-01-04","","","","St. Johns College","Washington","DC","USA","0000-00-00"
"colleka01w","Katrina","Yvette","Colleton","","Katrina Colleton","","Tree","G-F","0","0","70","145","Maryland","","1971-03-17","Tampa","FL","USA","East Bay","Tampa","FL","USA","0000-00-00"
"colsosy01w","Sydney","","Colson","","Sydney Colson","","","G","0","0","68","140","Texas A&M","","1989-08-06","Houston","TX","USA","Westside","Houston","TX","USA","0000-00-00"
"compame01w","Megan","Helen","Compain","","Megan Compain","","","G","0","0","69","143","St. Joseph's","","1975-09-18","Wanganui","","NZL","","","","","0000-00-00"
"congran01w","Andrea","","Congreaves","","Andrea Congreaves","","","F-C","0","0","74","183","Mercer","","1970-06-03","","","","","","","","0000-00-00"
"conklab01w","Abby","","Conklin","","Abby Conklin","","","F","0","0","75","175","Tennessee","","1975-02-10","","","","Charlestown","Charlestown","IN","USA","0000-00-00"
"consuca01w","Cara","","Consuegra","","Cara Consuegra","","","G","0","0","68","144","Iowa","","1979-03-04","","","","","","","","0000-00-00"
"coopeca01w","Camille","","Cooper","","Camille Cooper","","","C","0","0","76","176","Purdue","","1979-02-05","","","","","","","","0000-00-00"
"coopecy01w","Cynthia","Lynne","Cooper","","Cynthia Cooper","Cynthia Dyke","","G","0","0","70","150","USC","","1963-04-14","Chicago","IL","USA","","","","","0000-00-00"
"coopemi01w","Michael","","Cooper","","Michael Cooper","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"cowenda01w","Dave","","Cowens","","Dave Cowens","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"coylepa99w","Pat","","Coyle","","Pat Coyle","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"crawlsy01w","Sylvia","","Crawley","","Sylvia Crawley","","","F-C","0","0","77","187","North Carolina","","1972-09-27","","","","","","","","0000-00-00"
"crockda01w","Danielle","","Crockrom","","Danielle Crockrom","","","F","0","0","73","158","Baylor","","1981-02-11","","","","","","","","0000-00-00"
"crockwi01w","Willnett","","Crockett","","Willnett Crockett","","","F","0","0","74","215","Connecticut","","1984-07-05","Los Angeles","CA","USA","Nathaniel Narbonne","Harbor City","CA","USA","0000-00-00"
"cronika01w","Katie","","Cronin","","Katie Cronin","","","G","0","0","72","155","Colorado State","","1977-09-08","","","","","","","","0000-00-00"
"crosssh01w","Shanna","","Zolman Crossley","","Shanna Zolman Crossley","Shanna Crossley (06-xx)","","G","0","0","70","155","Tennessee","","1983-09-07","","","","Wawasee","Syracuse","IN","USA","0000-00-00"
"crumpca01w","Cassandra","","Crumpton-Moorer","","Cassandra Crumpton-Moorer","","","G","0","0","70","158","Alabama","","1962-10-29","","","","","","","","0000-00-00"
"cummiki01w","Kirsten","","Cummings","","Kirsten Cummings","","","F","0","0","75","188","Long Beach State","","1963-08-29","","","","","","","","0000-00-00"
"cunnibe01w","Beth","","Morgan Cunningham","","Beth Morgan Cunningham","","","G","0","0","72","163","Notre Dame","","1975-06-05","","","","","","","","0000-00-00"
"cunnida01w","Davalyn","","Cunningham","","Davalyn Cunningham","","","F","0","0","72","187","Rutgers","","1980-01-27","","","","","","","","0000-00-00"
"cunnima01w","Mara","","Cunningham","","Mara Cunningham","Mara Perkins","","F-C","0","0","76","0","Vanderbilt","","1973-05-20","","","","Fairfax","Fairfax","VA","USA","0000-00-00"
"currimo01w","Monique","","Currie","","Monique Currie","","","F","0","0","72","177","Duke","","1983-02-25","","","","The Bullis School","Washington","DC","USA","0000-00-00"
"curryed01w","Edniesha","","Curry","","Edniesha Curry","","","G","0","0","64","138","Oregon","","1979-07-09","","","","","","","","0000-00-00"
"dailesh99w","Shell","","Dailey","","Shell Dailey","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"dalesst01w","Stacey","","Dales","","Stacey Dales","","","G-F","0","0","72","155","Oklahoma","","1979-09-05","Collingwood","ON","CAN","","","","","0000-00-00"
"daleygr01w","Grace","","Daley","","Grace Daley","","","G","0","0","66","147","Tulane","","1978-06-26","","","","","","","","0000-00-00"
"darlihe01w","Helen","","Darling","","Helen Darling","","","G","0","0","66","164","Penn State","","1978-08-29","","","","Brookhaven","Columbus","OH","USA","0000-00-00"
"darscna99w","Nancy","","Darsch","","Nancy Darsch","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"davenje01w","Jessica","","Davenport","","Jessica Davenport","","","C","0","0","77","215","Ohio State","","1985-06-24","","","","Independence","Columbus","OH","USA","0000-00-00"
"davisbr01w","Brandi","","Davis","","Brandi Davis","","","G","0","0","72","172","Oregon","","1983-01-01","","","","","","","","0000-00-00"
"daviscl01w","Clarissa","Glennet","Davis-Wrightsil","","Clarissa Davis-Wrightsil","","","F","0","0","73","165","Texas","","1967-06-04","San Antonio","TX","USA","","","","","0000-00-00"
"davisde01w","Deeona","","Davis","","Dee Davis","","Dee","G","0","0","67","138","Vanderbilt","","1984-11-08","Cincinnati","OH","USA","Princeton","Cincinnati","OH","USA","0000-00-00"
"davisla01w","Latina","","Davis","","Latina Davis","","","G","0","0","67","145","Tennessee","","1974-10-08","","","","Franklin County","Winchester","TN","USA","0000-00-00"
"davista01w","Tara","","Davis","","Tara Davis","","","F","0","0","70","160","Washington","","1972-09-25","","","","","","","","0000-00-00"
"davista02w","Tanae","","Davis-Cain","","Tanae Davis-Cain","","","G","0","0","71","0","Florida State","","1987-06-07","Dawson","GA","USA","Terrell County","Dawson","GA","USA","0000-00-00"
"dedenka01w","Karen","","Deden","","Karen Deden","","","F","0","0","76","170","Washington","","1969-09-23","","","","Sentinel","Missoula","MT","USA","0000-00-00"
"deforan01w","Anna","","DeForge","","Anna DeForge","","","G","0","0","70","160","Nebraska","","1976-04-14","","","","","","","","0000-00-00"
"derevje01w","Jennifer","","Derevjanik","","Jennifer Derevjanik","","","G","0","0","70","140","George Mason","","1982-03-29","","","","","","","","0000-00-00"
"desouer01w","Erika","Cristina","de Souza","","Erika Desouza","","","F-C","0","0","77","190","","","1982-03-03","Rio de Janeiro","RIO","BRA","","","","","0000-00-00"
"dickeke01w","Keitha","","Dickerson","","Keitha Dickerson","","","F","0","0","71","165","Texas Tech","","1978-04-20","","","","Elk City","Elk City","OK","USA","0000-00-00"
"dillata01w","Tai","","Dillard","","Tai Dillard","","","G","0","0","69","154","Texas","","1981-05-06","","","","","","","","0000-00-00"
"dixonin01w","Ingrid","","Dixson","","Ingrid Dixon","Ingrid Hardy","","C","0","0","75","0","California","","1972-09-16","","","","Edgewood","West Covina","CA","USA","0000-00-00"
"dixonta01w","Tamecka","","Dixon","","Tamecka Dixon","","","G","0","0","69","148","Kansas","","1975-12-14","","","","Linden","Linden","NJ","USA","0000-00-00"
"doagela01w","LaToya","","Doage","","LaToya Doage","","","G","0","0","66","137","Nebraska","","1975-05-15","","","","","","","","0000-00-00"
"domonna01w","Nadine","","Domond","","Nadine Domond","","","G","0","0","70","132","Iowa","","1975-09-28","","","","Bridgeport Central","Bridgeport","CT","USA","0000-00-00"
"donapbe01w","Bethany","","Donaphin","","Bethany Donaphin","","","F-C","0","0","74","195","Stanford","","1980-08-27","","","","","","","","0000-00-00"
"donovan99w","Anne","","Donovan","","Anne Donovan","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"doronsh01w","Shay","","Doron","","Shay Doron","","","G","0","0","69","145","Maryland","","1985-04-01","Ramat Hasharon","","ISR","Christ the King (jr-sr)","Middle Village","NY","USA","0000-00-00"
"dossaci01w","Cintia","Silva","dos Santos","","Cintia dos Santos","","","C","0","0","77","187","","","1975-01-31","Maua","SPL","BRA","","","","","0000-00-00"
"douglka01w","Katie","","Douglas","","Katie Douglas","","","G-F","0","0","72","167","Purdue","","1979-05-07","","","","","","","","0000-00-00"
"duffyme01w","Megan","","Duffy","","Megan Duffy","","","G","0","0","67","135","Notre Dame","","1984-07-13","","","","","","","","0000-00-00"
"dunlavi01w","Victoria","","Dunlap","","Victoria Dunlap","","","F","0","0","73","160","Kentucky","","1989-09-19","Nashville","TN","USA","","","","","0000-00-00"
"dunnli99wc","Lin","","Dunn","","Lin Dunn","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"dunntr01wc","T.R.","","Dunn","","T.R. Dunn","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"dupreca01w","Candice","","Dupree","","Candice Dupree","","","F","0","0","74","162","Temple","","1984-08-16","","","","","","","","0000-00-00"
"dydekka01w","Katarzyna","Elzbieta","Dydek","","Kashka Dydek","","Kashka","F-C","0","0","79","190","Evangel","","1970-03-21","Warsaw","","POL","","","","","0000-00-00"
"dydekma01w","Malgorzata","Teresa","Dydek","","Margo Dydek","","Margo","C","0","0","9","223","","","1974-04-28","Warsaw","","POL","","","","","2011-05-27"
"edwarmi01w","Michelle","","Edwards","","Michelle Edwards","","","G","0","0","69","150","Rutgers","","1966-03-06","","","","","","","","0000-00-00"
"edwarsi01w","Simone","","Edwards","","Simone Edwards","","","C","0","0","76","164","Iowa","","1973-11-17","","","","","","","","0000-00-00"
"edwarte01w","Teresa","","Edwards","","Teresa Edwards","","","G-F","0","0","71","155","Georgia","","1964-07-09","Cairo","GA","USA","","","","","0000-00-00"
"edwarto01w","Tonya","","Edwards","","Tonya Edwards","","","G","0","0","70","160","Tennessee","","1968-03-13","","","","","","","","0000-00-00"
"elysh01w","Shyra","","Ely","","Shyra Ely","","","F","0","0","74","182","Tennessee","","1983-08-09","","","","Ben Davis","Indianapolis","IN","USA","0000-00-00"
"enissh01w","Shalonda","","Enis","","Shalonda Enis","","","F-C","0","0","73","185","Alabama","","1974-12-03","","","","","","","","0000-00-00"
"erbsu01w","Summer","","Erb","","Summer Erb","","","C","0","0","78","240","North Carolina State","","1977-07-25","","","","","","","","0000-00-00"
"ervinla01w","Lauren","","Ervin","","Lauren Ervin","","","F","0","0","76","171","Arkansas","","1985-03-24","","","","","","","","0000-00-00"
"estessh99w","Sheryl","","Estes","","Sheryl Estes","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"evansda01w","Dawn","","Evans","","Dawn Evans","","","G","0","0","67","0","James Madison","","1989-06-30","","","","Northeast","Clarksville","TN","USA","0000-00-00"
"evansde01w","Dena","","Evans","","Dena Evans","","","G","0","0","64","125","Virginia","","1970-10-11","","","","","","","","0000-00-00"
"fallotr01w","Trisha","Nicole","Fallon","","Trisha Fallon","Trisha Dykstra (Stuart Dykstra 7/29/07)","Trish","G-F","0","0","75","165","","","1972-07-23","Melbourne","VIC","AUS","","","","","0000-00-00"
"farriba01w","Barbara","","Farris","","Barbara Farris","","","C-F","0","0","75","200","Tulane","","1976-09-10","","","","","","","","0000-00-00"
"feastal01w","Allison","","Feaster","","Allison Feaster","","","F","0","0","71","168","Harvard","","1976-02-11","","","","","","","","0000-00-00"
"feifesu01w","Sui","","Feifei","","Sui Feifei","","","G","0","0","73","162","","","1979-01-29","Qingdao","","CHN","","","","","0000-00-00"
"feldeja01w","Janice","","Felder","","Janice Felder","","","F","0","0","73","0","Southern Mississippi","","1969-10-16","","","","","","","","0000-00-00"
"ferdima01w","Marie","","Ferdinand-Harris","","Marie Ferdinand-Harris","","","G","0","0","69","153","Louisiana State","","1978-10-13","","","","","","","","0000-00-00"
"fernama01w","Marta","","Fernandez Farres","","Marta Fernandez","","","G","0","0","71","138","","","1981-12-21","Barcelona","","ESP","","","","","0000-00-00"
"ferrama01w","Marina","","Ferragut Castillo","","Marina Ferragut","","","F","0","0","75","190","","","1972-02-11","Barcelona","","ESP","","","","","0000-00-00"
"figgsuk01w","Ukari","Okien","Figgs","","Ukari Figgs","","","G","0","0","69","142","Purdue","","1977-03-31","Georgetown","KY","USA","","","","","0000-00-00"
"fijalis01w","Isabelle","","Fijalkowski","","Isabelle Fijalkowski","Isabelle Tournebize","","C","0","0","77","200","Colorado","","1972-05-23","Clermont-Ferrand","","FRA","","","","","0000-00-00"
"firsool01w","Olga","","Firsova","","Olga Firsova","","","C","0","0","78","215","Kansas State","","1976-04-23","","","","","","","","0000-00-00"
"floremi01w","Milena","","Flores","","Milena Flores","","","G","0","0","66","125","Stanford","","1977-10-19","","","","","","","","0000-00-00"
"flukety01w","Tye'sha","","Fluker","","Tye'sha Fluker","","","C","0","0","77","209","Tennessee","","1984-12-27","","","","Muir","Chino","CA","USA","0000-00-00"
"folklkr01w","Kristin","","Folkl","","Kristin Folkl","","","F","0","0","74","190","Stanford","","1975-12-19","","","","St. Joseph's Academy","St. Louis","MO","USA","0000-00-00"
"fordch01w","Cheryl","","Ford","","Cheryl Ford","","","F","0","0","75","198","Louisiana Tech","","1981-06-06","Homer","LA","USA","Summerfield","Summerfield","LA","USA","0000-00-00"
"fordki01w","Kisha","","Ford","","Kisha Ford","","","G-F","0","0","70","153","Georgia Tech","","1975-04-04","","","","Bryn Mawr","Baltimore","MD","USA","0000-00-00"
"fordst01w","Stacey","","Ford","","Stacey Ford","","","F","0","0","74","185","Georgia","","1969-01-14","","","","","","","","0000-00-00"
"fortnne99w","Nell","","Fortner","","Nell Fortner","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"fostecl99w","Cliffa","","Foster","","Cliffa Foster","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"fosteto01w","Toni","","Foster","","Toni Foster","","","F","0","0","73","175","Iowa","","1971-10-16","","","","","","","","0000-00-00"
"fowlesy01w","Sylvia","Shaqueria","Fowles","","Sylvia Fowles","","","C","0","0","78","200","Louisiana State","","1985-10-06","Miami","FL","USA","Gulliver Prep","Miami","FL","USA","0000-00-00"
"francde01w","Desiree","","Francis","","Desiree Francis","Desiree Walker","","F","0","0","70","193","Iowa State","","1975-08-24","","","","","","","","0000-00-00"
"frankaq01w","A'Quonesia","Krashun","Franklin","","A'Quonesia Franklin","","","G","0","0","64","154","Texas A&M","","1985-09-29","","","","","","","","0000-00-00"
"frankba01w","Barb","","Franke","","Barb Franke","Barb Franke-Lorenzen","","F-C","0","0","0","0","Wisconsin","","0000-00-00","","","","Cedar Falls","Cedar Falls","IA","USA","0000-00-00"
"frazeme01w","Megan","","Frazee","","Megan Frazee","","","F","0","0","75","191","Liberty","","1987-03-29","","","","","","","","0000-00-00"
"freemla01w","Lauretta","","Freeman","","Lauretta Freeman","Lauretta Freeman Horn","","F","0","0","73","175","Auburn","","1971-03-17","","","","","","","","0000-00-00"
"fresest01w","Stacy","","Frese","","Stacy Frese","","","G","0","0","68","126","Iowa State","","1976-09-23","","","","","","","","0000-00-00"
"frettla01w","La'Keshia","","Frett","","La'Keshia Frett","","","F","0","0","75","170","Georgia","","1975-06-12","","","","Phoebus","Hampton","VA","USA","0000-00-00"
"friertr01w","Trina","","Frierson","","Trina Frierson","","","F","0","0","74","186","Louisiana Tech","","1979-08-23","","","","","","","","0000-00-00"
"frohlli01w","Linda","","Frohlich","","Linda Frohlich","","","F-C","0","0","75","185","","","1979-06-23","","","","","","","","0000-00-00"
"frostsh01w","Sheila","","Frost","","Sheila Frost","Sheila Frost Anderson","","C","0","0","76","184","Tennessee","","1966-12-19","","","","","","","","0000-00-00"
"futreca01w","Candace","","Futrell","","Candace Futrell","","","G","0","0","70","154","Duquesne","","1982-07-10","","","","","","","","0000-00-00"
"gaineco01w","Corey","","Gaines","","Corey Gaines","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"gaithka01w","Katryna","","Gaither","","Katryna Gaither","","","C","0","0","75","170","Notre Dame","","1975-08-13","","","","","","","","0000-00-00"
"gamblam01w","Amy","Jean","Gamble","","Amy Gamble","","","F","0","0","70","163","Arizona","","1964-12-17","Wheeling","WV","USA","John Marshall","Glen Dale","WV","USA","0000-00-00"
"ganttr01w","Travesa","","Gant","","Travesa Gant","","","C","0","0","74","181","Lamar","","1971-10-10","","","","","","","","0000-00-00"
"garcibe01w","Begona","","Garcia Pinero","","Begona Garcia","","","G","0","0","65","135","","","1976-09-03","Cadiz","","ESP","","","","","0000-00-00"
"gardike01w","Kerri","","Gardin","","Kerri Gardin","","","F","0","0","73","168","Virginia Tech","","1984-05-19","","","","","","","","0000-00-00"
"gardnan01w","Andrea","","Gardner","","Andrea Gardner","","","F-C","0","0","75","190","Howard","","1979-12-23","","","","","","","","0000-00-00"
"garnean01w","Andrea","","Garner","","Andrea Garner","","","F-C","0","0","75","160","Penn State","","1979-01-05","","","","","","","","0000-00-00"
"gaydeco01w","Cornelia","","Gayden","","Cornelia Gayden","","","G","0","0","69","150","Louisiana State","","1971-05-11","","","","","","","","0000-00-00"
"gaypi01w","Pietra","","Gay","","Pietra Gay","","","G-F","0","0","71","183","Louisiana State","","1974-08-21","","","","","","","","0000-00-00"
"gearlka01w","Katie","","Gearlds","","Katie Gearlds","","","G-F","0","0","73","184","Purdue","","1984-10-26","Beech Grove","IN","USA","Beech Grove","Beech Grove","IN","USA","0000-00-00"
"gessiki01w","Kim","","Gessig","","Kim Gessig","Kim Hudspeth","","F","0","0","75","175","USC","","1970-12-29","","","","","","","","0000-00-00"
"gibsoke01w","Kelley","","Gibson","","Kelley Gibson","","","F-G","0","0","70","136","Maryland","","1976-11-10","","","","","","","","0000-00-00"
"gilbrbr01w","Briana","Renee","Gilbreath","","Briana Gilbreath","","","G","0","0","73","0","USC","","1990-08-16","Houston","TX","USA","Cinco Ranch","Katy","TX","USA","0000-00-00"
"gilloje01w","Jennifer","","Gillom","","Jennifer Gillom","","","F-C","0","0","75","180","Mississippi","","1964-06-13","Abbeville","MS","USA","","","","","0000-00-00"
"gilmous01w","Usha","","Gilmore","","Usha Gilmore","","","G","0","0","71","158","Rutgers","","1978-08-24","Moncks Corner","SC","USA","","","","","0000-00-00"
"gisseka01w","Kamela","","Gissendanner","","Kamela Gissendanner","","","F","0","0","73","178","Penn State","North Carolina State","1985-07-27","","","","","","","","0000-00-00"
"givench01w","Chrissy","Tiyana","Givens","","Chrissy Givens","","","G","0","0","70","0","Middle Tennessee State","","1985-07-26","Monroe","LA","USA","Ouachita","Monroe","LA","USA","0000-00-00"
"godbyli01w","Linda","","Godby","","Linda Godby","","","F-C","0","0","78","163","Auburn","","1968-10-17","","","","Warren Central","Warren","IN","USA","0000-00-00"
"gomisem01w","Emilie","","Gomis","","Emilie Gomis","","","G","0","0","71","134","","","1983-10-18","Ziguinchor","","SEN","","","","","0000-00-00"
"goodemo01w","Molly","","Goodenbour","","Molly Goodenbour","","","G","0","0","66","130","Stanford","","1972-02-08","","","","","","","","0000-00-00"
"goodeti01w","Tiffany","","Gooden","","Tiffany Gooden","","","F","0","0","71","165","Iowa","","1975-10-23","","","","R. Nelson Snider","Fort Wayne","IN","USA","0000-00-00"
"goodlsa01w","Sasha","Samolia","Goodlett","","Sasha Goodlett","","","C","0","0","77","239","Georgia Tech","","1990-08-09","Jackson","MS","USA","Clinton","Jackson","MS","USA","0000-00-00"
"goodsad01w","Adrienne","","Goodson","","Adrienne Goodson","","","F","0","0","72","165","Old Dominion","","1966-10-19","","","","","","","","0000-00-00"
"gordobr01w","Bridgette","C.","Gordon","","Bridgette Gordon","","","F","0","0","72","159","Tennessee","","1967-04-27","Deland","FL","USA","","","","","0000-00-00"
"goringi01w","Gillian","Rachael","Goring","","Gillian Goring","","Gigi","C","0","0","79","225","North Carolina State (jr-sr)","Arkansas-Fort Smith (fr-so)","1983-06-07","Morvant","","TRI","Waterloo West","Waterloo","IA","USA","0000-00-00"
"gortmsh01w","Shaunzinski","","Gortman","","Shaunzinski Gortman","","","G","0","0","70","158","South Carolina","","1979-12-07","","","","","","","","0000-00-00"
"grafca99wc","Carrie","","Graf","","Carrie Graf","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"grahama01w","Margo","","Graham","","Margo Graham","","","C","0","0","75","240","Houston","","1970-12-18","","","","St. Agnes","Houston","TX","USA","0000-00-00"
"granter01w","Erin","","Grant","","Erin Grant","","","G","0","0","68","125","Texas Tech","","1984-06-13","","","","Mansfield","Mansfield","TX","USA","0000-00-00"
"gravede01w","Denique","","Graves","","Denique Graves","","","C","0","0","77","212","Howard","","1975-09-16","","","","","","","","0000-00-00"
"graylal01w","Alexis","","Gray-Lawson","","Alexis Gray-Lawson","","","G","0","0","68","176","California","","1987-04-21","Oakland","CA","USA","Oakland Tech","Oakland","CA","USA","0000-00-00"
"grecomi01w","Michelle","","Greco","","Michelle Greco","","","G","0","0","69","145","UCLA","","1980-03-24","","","","","","","","0000-00-00"
"greenci01w","Cisti","Nicole","Greenwalt","","Cisti Greenwalt","","","C","0","0","77","183","Texas Tech","","1983-04-04","Clovis","NM","USA","Clovis","Clovis","NM","USA","0000-00-00"
"greenka01w","Kalana","Lanette","Greene","","Kalana Greene","","","G","0","0","70","170","Connecticut","","1987-07-13","St. Stephen","SC","USA","Timberland","St. Stephen","SC","USA","0000-00-00"
"grginve01w","Vedrana","","Grgin-Fonseca","","Vedrana Grgin-Fonseca","","","F","0","0","73","160","","","1975-01-13","","","","","","","","0000-00-00"
"griffke01w","Kelsey","","Griffin","","Kelsey Griffin","","","F","0","0","74","179","Nebraska","","1987-07-02","Eagle River","AK","USA","Chugiak","Chugiak","AK","USA","0000-00-00"
"griffyo01w","Yolanda","Yvette","Griffith","","Yolanda Griffith","","Yo Yo","C-F","0","0","75","188","Florida Atlantic","","1970-03-01","Chicago","IL","USA","George Washington Carver","Chicago","IL","USA","0000-00-00"
"groomla01w","LeJuana","Anjanette","Hardmon Grooms","","Lady Grooms","LeJuana Grooms","Lady","G-F","0","0","70","160","Georgia","","1970-09-12","Raleigh","NC","USA","Brown","Atlanta","GA","USA","0000-00-00"
"grubigo01w","Gordana","","Grubin","","Gordana Grubin","","","G","0","0","71","165","","","1972-08-20","","","","","","","","0000-00-00"
"grudasa01w","Sandrine","","Gruda","","Sandrine Gruda","","","F-C","0","0","76","185","","","1987-06-25","Cannes","","FRA","","","","","0000-00-00"
"guytowa01w","Wanda","","Guyton","","Wanda Guyton","","","F","0","0","73","178","South Florida","","1965-10-14","","","","Hillsborough","Tampa","FL","USA","0000-00-00"
"hagiwmi01w","Mikiko","","Hagiwara","","Mikiko Hagiwara","","","G","0","0","71","161","","","1970-04-27","Fukushima","","JPN","","","","","0000-00-00"
"hairska01w","Kamesha","","Hairston","","Kamesha Hairston","","","F","0","0","72","150","Temple","","1985-08-18","Toledo","OH","USA","Bowsher","Toledo","OH","USA","0000-00-00"
"hallam01w","Amber","","Hall","","Amber Hall","","","F","0","0","75","180","Washington","","1977-12-29","","","","","","","","0000-00-00"
"hallvi01w","Vicki","","Hall","","Vicki Hall","","","F","0","0","73","180","Texas","","1969-10-03","","","","","","","","0000-00-00"
"hamblan01w","Angela","","Hamblin","","Angela Hamblin","","Angie","G","0","0","70","170","Iowa","","1976-09-30","","","","Lew Wallace","Gary","IN","USA","0000-00-00"
"hammobe01w","Rebecca","Lynn","Hammon","","Becky Hammon","","Becky","G","0","0","66","136","Colorado State","","1977-03-11","Rapid City","SD","USA","Stevens","Rapid City","SD","USA","0000-00-00"
"hamptky01w","Kym","","Hampton","","Kym Hampton","","","F","0","0","74","210","Arizona State","","1962-11-03","","","","","","","","0000-00-00"
"hamzoro01w","Romana","","Hamzova","","Romana Hamzova","","","G","0","0","69","152","","","1970-08-17","Prerov","","TCH","","","","","0000-00-00"
"hardili01w","Lindsey","","Harding","","Lindsey Harding","","","G","0","0","68","139","Duke","","1984-06-12","","","","","","","","0000-00-00"
"hardish01w","Shantel","","Hardison","","Shantel Hardison","","","G","0","0","69","165","Louisiana Tech","","1969-06-27","","","","","","","","0000-00-00"
"hargrli99w","Linda","","Hargrove","","Linda Hargrove","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"harpela01w","Laura","","Harper","","Laura Harper","","","F-C","0","0","77","190","Maryland","","1986-04-11","Elkins Park","PA","USA","Cheltenham","Wynecote","PA","USA","0000-00-00"
"harriam01w","Amber","","Harris","","Amber Harris","","","F","0","0","77","202","Xavier","","1988-01-16","Indianapolis","IN","USA","North Central","Indianapolis","IN","USA","0000-00-00"
"harrido01w","Donna","","Harrington","","Donna Harrington","","","F","0","0","75","190","Old Dominion","","1966-09-29","","","","","","","","0000-00-00"
"harrifr01w","Fran","","Harris","","Fran Harris","","","G","0","0","72","154","Texas","","1965-03-12","Dallas","TX","USA","South Oak Cliff","Dallas","TX","USA","0000-00-00"
"harrili01w","Lisa","","Harrison","","Lisa Harrison","","","F","0","0","73","164","Tennessee","","1971-01-02","","","","","","","","0000-00-00"
"harrokr01w","Kristi","Lee","Harrower","","Kristi Harrower","","","G","0","0","64","139","","","1975-03-04","Bendigo","VIC","AUS","","","","","0000-00-00"
"harveca99w","Candi","","Harvey","","Candi Harvey","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"haydeva01w","Vanessa","L'asonya","Hayden","","Vanessa Hayden","Vanessa Hayden-Johnson","","C","0","0","76","240","Florida","","1982-06-05","Orlando","FL","USA","William R. Boone","Orlando","FL","USA","0000-00-00"
"hayesti01w","Tiffany","","Hayes","","Tiffany Hayes","","","G","0","0","70","0","Connecticut","","1989-09-20","","","","Winter Haven","Lakeland","FL","USA","0000-00-00"
"haynikr01w","Kristin","","Haynie","","Kristin Haynie","","","G","0","0","69","147","Michigan State","","1983-06-17","","","","","","","","0000-00-00"
"headde01w","Dena","","Head","","Dena Head","","","G","0","0","70","160","Tennessee","","1970-08-16","","","","","","","","0000-00-00"
"hedgpch01w","Christy","","Hedgpeth","","Christy Hedgpeth","","","G","0","0","69","143","Stanford","","1972-02-17","","","","","","","","0000-00-00"
"hemmera01w","Rachel","","Hemmer","","Rachel Hemmer","","","F-C","0","0","75","0","Stanford","","1973-04-02","","","","","","","","0000-00-00"
"hendene01w","Nekeshia","","Henderson","","Nekeshia Henderson","","","G","0","0","68","144","Texas","","1973-02-28","","","","","","","","0000-00-00"
"hendetr01w","Tracy","","Henderson","","Tracy Henderson","","","C","0","0","75","200","Georgia","","1974-12-31","","","","Patrick Henry","Minneapolis","MN","USA","0000-00-00"
"henniso01w","Sonja","","Henning","","Sonja Henning","","","G","0","0","67","143","Stanford","","1969-10-04","","","","","","","","0000-00-00"
"henryan01w","Aneika","","Henry","","Aneika Henry","","","F","0","0","75","205","Florida","","1986-02-13","","","JAM","","","","","0000-00-00"
"herriam01w","Amy","","Herrig","","Amy Herrig","","","C","0","0","76","189","Iowa","","1977-06-06","","","","Dubuque","Dubuque","IA","USA","0000-00-00"
"hibbeka01w","Katrina","","Hibbert","","Katrina Hibbert","","","G-F","0","0","70","140","Louisiana State","","1977-09-29","","","","","","","","0000-00-00"
"hicksje01w","Jessie","","Hicks","","Jessie Hicks","","","F-C","0","0","76","188","Maryland","","1971-12-02","","","","","","","","0000-00-00"
"hightal01w","Allison","Kina","Hightower","","Allison Hightower","","","G","0","0","70","139","Louisiana State","","1988-04-06","Dallas","TX","USA","Juan Seguin","Arlington","TX","USA","0000-00-00"
"hillec01w","E.C.","","Hill","","E.C. Hill","","","G","0","0","67","173","Northern Illinois","","1971-04-06","","","","","","","","0000-00-00"
"hillmli99w","Linda","","Hill-MacDonald","","Linda Hill-MacDonald","","","","0","0","0","0","","","0000-00-00","","","","","","","","0000-00-00"
"hillmna01w","Na'Sheema","","Hillmon","","Na'Sheema Hillmon","Na'Sheema Anderson","","","0","0","0","0","Vanderbilt","","0000-00-00","","","","Trinity","Cleveland","OH","USA","0000-00-00"
